id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,method,umpire1,umpire2
1304099,Pune,2022-05-07,Avesh Khan,"Maharashtra Cricket Association Stadium, Pune",0,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Lucknow Super Giants,runs,75,N,NA,AK Chaudhary,MA Gough
1304100,Mumbai,2022-05-08,PWH de Silva,"Wankhede Stadium, Mumbai",0,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,67,N,NA,BNJ Oxenford,N Pandit
1304101,Navi Mumbai,2022-05-08,DP Conway,"Dr DY Patil Sports Academy, Mumbai",0,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,91,N,NA,Nitin Menon,R Pandit
1304102,Navi Mumbai,2022-05-09,JJ Bumrah,"Dr DY Patil Sports Academy, Mumbai",0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,52,N,NA,CB Gaffaney,GR Sadashiv Iyer
1304103,Pune,2022-05-10,Shubman Gill,"Maharashtra Cricket Association Stadium, Pune",0,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,runs,62,N,NA,KN Ananthapadmanabhan,MA Gough
1304104,Navi Mumbai,2022-05-11,MR Marsh,"Dr DY Patil Sports Academy, Mumbai",0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,8,N,NA,NA Patwardhan,Nitin Menon
1304105,Mumbai,2022-05-12,DR Sams,"Wankhede Stadium, Mumbai",0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5,N,NA,Chirra Ravikanthreddy,CB Gaffaney
1304106,Mumbai,2022-05-13,JM Bairstow,"Brabourne Stadium, Mumbai",0,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Kings,runs,54,N,NA,J Madanagopal,N Pandit
1304107,Pune,2022-05-14,AD Russell,"Maharashtra Cricket Association Stadium, Pune",0,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,54,N,NA,AK Chaudhary,KN Ananthapadmanabhan
1304108,Mumbai,2022-05-15,WP Saha,"Wankhede Stadium, Mumbai",0,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,Gujarat Titans,wickets,7,N,NA,R Pandit,VK Sharma
1304109,Mumbai,2022-05-15,TA Boult,"Brabourne Stadium, Mumbai",0,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Rajasthan Royals,runs,24,N,NA,PG Pathak,Tapan Sharma
1304110,Navi Mumbai,2022-05-16,SN Thakur,"Dr DY Patil Sports Academy, Mumbai",0,Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,runs,17,N,NA,GR Sadashiv Iyer,Nitin Menon
1304111,Mumbai,2022-05-17,RA Tripathi,"Wankhede Stadium, Mumbai",0,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,runs,3,N,NA,CB Gaffaney,N Pandit
1304112,Navi Mumbai,2022-05-18,Q de Kock,"Dr DY Patil Sports Academy, Mumbai",0,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,Lucknow Super Giants,runs,2,N,NA,R Pandit,YC Barde
1304113,Mumbai,2022-05-19,V Kohli,"Wankhede Stadium, Mumbai",0,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,bat,Royal Challengers Bangalore,wickets,8,N,NA,KN Ananthapadmanabhan,GR Sadashiv Iyer
1304114,Mumbai,2022-05-20,R Ashwin,"Brabourne Stadium, Mumbai",0,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,wickets,5,N,NA,CB Gaffaney,NA Patwardhan
1304115,Mumbai,2022-05-21,JJ Bumrah,"Wankhede Stadium, Mumbai",0,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5,N,NA,Nitin Menon,Tapan Sharma
1304116,Mumbai,2022-05-22,Harpreet Brar,"Wankhede Stadium, Mumbai",0,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Punjab Kings,wickets,5,N,NA,AK Chaudhary,NA Patwardhan
1312197,Kolkata,2022-05-24,DA Miller,"Eden Gardens, Kolkata",0,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,7,N,NA,BNJ Oxenford,VK Sharma
1312198,Kolkata,2022-05-25,RM Patidar,"Eden Gardens, Kolkata",0,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bangalore,runs,14,N,NA,J Madanagopal,MA Gough
1312199,Ahmedabad,2022-05-27,JC Buttler,"Narendra Modi Stadium, Ahmedabad",0,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7,N,NA,CB Gaffaney,Nitin Menon
1312200,Ahmedabad,2022-05-29,HH Pandya,"Narendra Modi Stadium, Ahmedabad",0,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,Gujarat Titans,wickets,7,N,NA,CB Gaffaney,Nitin Menon
1359475,Ahmedabad,2023-03-31,Rashid Khan,"Narendra Modi Stadium, Ahmedabad",0,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,5,N,NA,Nitin Menon,HAS Khalid
1359476,Chandigarh,2023-04-01,Arshdeep Singh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Punjab Kings,runs,7,N,D/L,BNJ Oxenford,YC Barde
1359477,Lucknow,2023-04-01,MA Wood,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,Lucknow Super Giants,runs,50,N,NA,AK Chaudhary,NA Patwardhan
1359478,Hyderabad,2023-04-02,JC Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,runs,72,N,NA,KN Ananthapadmanabhan,R Pandit
1359479,Bengaluru,2023-04-02,F du Plessis,"M Chinnaswamy Stadium, Bengaluru",0,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8,N,NA,Nitin Menon,Tapan Sharma
1359480,Chennai,2023-04-03,MM Ali,"MA Chidambaram Stadium, Chepauk, Chennai",0,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Chennai Super Kings,runs,12,N,NA,A Totre,BNJ Oxenford
1359481,Delhi,2023-04-04,B Sai Sudharsan,"Arun Jaitley Stadium, Delhi",0,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,6,N,NA,A Nand Kishore,GR Sadashiv Iyer
1359482,Guwahati,2023-04-05,NT Ellis,"Barsapara Cricket Stadium, Guwahati",0,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,runs,5,N,NA,KN Ananthapadmanabhan,MV Saidharshan Kumar
1359483,Kolkata,2023-04-06,SN Thakur,"Eden Gardens, Kolkata",0,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,81,N,NA,Vinod Seshan,VK Sharma
1359484,Lucknow,2023-04-07,KH Pandya,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,Lucknow Super Giants,wickets,5,N,NA,J Madanagopal,YC Barde
1359485,Guwahati,2023-04-08,YBK Jaiswal,"Barsapara Cricket Stadium, Guwahati",0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,57,N,NA,Navdeep Singh,MV Saidharshan Kumar
1359486,Mumbai,2023-04-08,RA Jadeja,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,7,N,NA,CB Gaffaney,NA Patwardhan
1359487,Ahmedabad,2023-04-09,RK Singh,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,Kolkata Knight Riders,wickets,3,N,NA,Nitin Menon,Tapan Sharma
1359488,Hyderabad,2023-04-09,S Dhawan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8,N,NA,BNJ Oxenford,UV Gandhe
1359489,Bengaluru,2023-04-10,N Pooran,"M Chinnaswamy Stadium, Bengaluru",0,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,1,N,NA,AK Chaudhary,A Nand Kishore
1359490,Delhi,2023-04-11,RG Sharma,"Arun Jaitley Stadium, Delhi",0,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6,N,NA,MA Gough,R Pandit
1359491,Chennai,2023-04-12,R Ashwin,"MA Chidambaram Stadium, Chepauk, Chennai",0,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Rajasthan Royals,runs,3,N,NA,Vinod Seshan,VK Sharma
1359492,Chandigarh,2023-04-13,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0,Punjab Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,6,N,NA,A Totre,J Madanagopal
1359493,Kolkata,2023-04-14,HC Brook,"Eden Gardens, Kolkata",0,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,23,N,NA,CB Gaffaney,GR Sadashiv Iyer
1359494,Bengaluru,2023-04-15,V Kohli,"M Chinnaswamy Stadium, Bengaluru",0,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,runs,23,N,NA,KN Ananthapadmanabhan,MV Saidharshan Kumar
1359495,Lucknow,2023-04-15,Sikandar Raza,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,2,N,NA,HAS Khalid,VK Sharma
1359496,Mumbai,2023-04-16,VR Iyer,"Wankhede Stadium, Mumbai",0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5,N,NA,BNJ Oxenford,UV Gandhe
1359497,Ahmedabad,2023-04-16,SO Hetmyer,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3,N,NA,AK Chaudhary,CB Gaffaney
1359498,Bengaluru,2023-04-17,DP Conway,"M Chinnaswamy Stadium, Bengaluru",0,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings,runs,8,N,NA,KN Ananthapadmanabhan,Navdeep Singh
1359499,Hyderabad,2023-04-18,C Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians,runs,14,N,NA,Nitin Menon,Vinod Seshan
1359500,Jaipur,2023-04-19,MP Stoinis,"Sawai Mansingh Stadium, Jaipur",0,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,Lucknow Super Giants,runs,10,N,NA,J Madanagopal,YC Barde
1359501,Chandigarh,2023-04-20,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,Royal Challengers Bangalore,runs,24,N,NA,AK Chaudhary,GR Sadashiv Iyer
1359502,Delhi,2023-04-20,I Sharma,"Arun Jaitley Stadium, Delhi",0,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4,N,NA,MA Gough,R Pandit
1359503,Chennai,2023-04-21,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",0,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,7,N,NA,HAS Khalid,VK Sharma
1359504,Lucknow,2023-04-22,MM Sharma,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,runs,7,N,NA,A Totre,RJ Tucker
1359505,Mumbai,2023-04-22,SM Curran,"Wankhede Stadium, Mumbai",0,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,runs,13,N,NA,CB Gaffaney,GR Sadashiv Iyer
1359506,Bengaluru,2023-04-23,GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",0,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Royal Challengers Bangalore,runs,7,N,NA,MA Gough,MV Saidharshan Kumar
1359507,Kolkata,2023-04-23,AM Rahane,"Eden Gardens, Kolkata",0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,49,N,NA,Nitin Menon,Tapan Sharma
1359508,Hyderabad,2023-04-24,AR Patel,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,runs,7,N,NA,J Madanagopal,RJ Tucker
1359509,Ahmedabad,2023-04-25,A Manohar,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,runs,55,N,NA,AK Chaudhary,A Nand Kishore
1359510,Bengaluru,2023-04-26,CV Varun,"M Chinnaswamy Stadium, Bengaluru",0,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,21,N,NA,KN Ananthapadmanabhan,R Pandit
1359511,Jaipur,2023-04-27,YBK Jaiswal,"Sawai Mansingh Stadium, Jaipur",0,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,runs,32,N,NA,A Totre,YC Barde
1359512,Chandigarh,2023-04-28,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Lucknow Super Giants,runs,56,N,NA,Nitin Menon,Vinod Seshan
1359513,Kolkata,2023-04-29,J Little,"Eden Gardens, Kolkata",0,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,7,N,NA,NA Patwardhan,GR Sadashiv Iyer
1359514,Delhi,2023-04-29,MR Marsh,"Arun Jaitley Stadium, Delhi",0,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,9,N,NA,MA Gough,Navdeep Singh
1359515,Chennai,2023-04-30,DP Conway,"MA Chidambaram Stadium, Chepauk, Chennai",0,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Punjab Kings,wickets,4,N,NA,RJ Tucker,UV Gandhe
1359516,Mumbai,2023-04-30,YBK Jaiswal,"Wankhede Stadium, Mumbai",0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,wickets,6,N,NA,Vinod Seshan,VK Sharma
1359517,Lucknow,2023-05-01,F du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,18,N,NA,AK Chaudhary,GR Sadashiv Iyer
1359518,Ahmedabad,2023-05-02,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",0,Delhi Capitals,Gujarat Titans,Delhi Capitals,bat,Delhi Capitals,runs,5,N,NA,MA Gough,R Pandit
1359519,Lucknow,2023-05-03,NA,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,NA,no result,NA,N,NA,AK Chaudhary,NA Patwardhan
1359520,Chandigarh,2023-05-03,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6,N,NA,J Madanagopal,RJ Tucker
1359521,Hyderabad,2023-05-04,CV Varun,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,5,N,NA,KN Ananthapadmanabhan,MA Gough
1359522,Jaipur,2023-05-05,Rashid Khan,"Sawai Mansingh Stadium, Jaipur",0,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,Gujarat Titans,wickets,9,N,NA,HAS Khalid,VK Sharma
1359523,Chennai,2023-05-06,M Pathirana,"MA Chidambaram Stadium, Chepauk, Chennai",0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6,N,NA,BNJ Oxenford,Navdeep Singh
1359524,Delhi,2023-05-06,PD Salt,"Arun Jaitley Stadium, Delhi",0,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,Delhi Capitals,wickets,7,N,NA,RJ Tucker,YC Barde
1359525,Ahmedabad,2023-05-07,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,Gujarat Titans,runs,56,N,NA,AK Chaudhary,A Nand Kishore
1359526,Jaipur,2023-05-07,GD Phillips,"Sawai Mansingh Stadium, Jaipur",0,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,wickets,4,N,NA,Nitin Menon,Vinod Seshan
1359527,Kolkata,2023-05-08,AD Russell,"Eden Gardens, Kolkata",0,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,Kolkata Knight Riders,wickets,5,N,NA,A Totre,J Madanagopal
1359528,Mumbai,2023-05-09,SA Yadav,"Wankhede Stadium, Mumbai",0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6,N,NA,HAS Khalid,VK Sharma
1359529,Chennai,2023-05-10,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,27,N,NA,CB Gaffaney,NA Patwardhan
1359530,Kolkata,2023-05-11,YBK Jaiswal,"Eden Gardens, Kolkata",0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,9,N,NA,RJ Tucker,MV Saidharshan Kumar
1359531,Mumbai,2023-05-12,SA Yadav,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Mumbai Indians,runs,27,N,NA,Nitin Menon,Tapan Sharma
1359532,Hyderabad,2023-05-13,PN Mankad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,Lucknow Super Giants,wickets,7,N,NA,A Totre,J Madanagopal
1359533,Delhi,2023-05-13,P Simran Singh,"Arun Jaitley Stadium, Delhi",0,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Kings,runs,31,N,NA,CB Gaffaney,NA Patwardhan
1359534,Jaipur,2023-05-14,WD Parnell,"Sawai Mansingh Stadium, Jaipur",0,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,112,N,NA,KN Ananthapadmanabhan,Navdeep Singh
1359535,Chennai,2023-05-14,RK Singh,"MA Chidambaram Stadium, Chepauk, Chennai",0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,6,N,NA,Tapan Sharma,Vinod Seshan
1359536,Ahmedabad,2023-05-15,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Gujarat Titans,runs,34,N,NA,J Madanagopal,UV Gandhe
